item_id,category_name,item_description,item_title,business_line,tf_code
320686,سوغات,"1.800 کیلوگرم، مناسب مراسم مذهبی و ترحیم","حلوا خرما گردویی	",Pastry,266oop
322786,حلوا و دسر,"۳۰۰ گرم، حلوای زعفرانی تشکیل شده از خلال پسته و بادام، آرد گندم، گلاب، زعفران، هل، روغن کرمانشاهی",حلوا‌ زعفرانی ۳۰۰ گرم,Pastry,54n3y3
322787,آش و شله,"زعفران اعلا، برنج، هل، گلاب، شکر، خلال پسته",شله زرد یک کیلوگرم,Pastry,54n3y3
324270,دسر,"شیر، آرد، گلاب",فرنی یک کیلوگرم,Restaurant,51yn69
324341,غذای پرسی,"برنج ایرانی، زعفران، کره، تزئین شده با پودر نارگیل، پودر دارچین","شله زرد یک کیلوگرم	",Restaurant,51yn69
325384,وگن,"عدس پلو با برنج ته دیگی، قارچ، خرما و کشمش، طبخ شده بدون هر گونه گوشت و مرغ در داخل قالب با تزئین کنجد",عدس پلوی وگن قالبی با خرما و کشمش,Restaurant,59zgo2
327368,خشکبار,,خرما زاهدی اعلا یک کیلوگرم,,58p4yp
327374,خشکبار,,خرما پیارم اعلا یک کیلوگرم,,58p4yp
327403,خشکبار,,خرما خشک زاهدی یک بسته (500 گرم),,58p4yp
327404,خشکبار,,خرما پیارم یک بسته (500 گرم),,58p4yp
328094,صبحانه رژیمی,"دو عدد نان تست جو، پنیر کم چرب، خرما، گردو",تست پنیر خرما,Restaurant,5mypno
330229,حلو و خرما,,حلوا رولتی ویفر 1.800 تا 1.900 کیلوگرم (100 عدد),Pastry,2gxzy9
330230,حلو و خرما,,حلوا خرما 1.900 تا دو کیلوگرم (80 عدد),Pastry,2gxzy9
330231,حلو و خرما,,مخلوط خرما حلوا 1.700 تا 1.800 کیلوگرم (90 عدد),Pastry,2gxzy9
330300,سوغات ویژه,,حلوا هویج ارومیه 250 گرم,Pastry,2gxzy9
330301,سوغات ویژه,,حلوا پسته ارومیه 250 گرم,Pastry,2gxzy9
330302,سوغات ویژه,,حلوا گردو ارومیه 250 گرم,Pastry,2gxzy9
330373,خشکبار,,خرما پیارم یک کیلوگرم,Pastry,2gxzy9
330911,شیرینی جات سنتی,,زولبیا بامیه یک کیلوگرم,Pastry,5p8kwl
332353,تست بریوش,"یک عدد، نان کره ای تست شده، ارده، شهد خرما",بریوش ارده و شهد خرما,Cafe,2xgzo1
332385,میان وعده,"یک عدد، نان تست شده ساده، جو ارده، شهد خرما",تست ارده و شهد خرما,Cafe,2xgzo1
333498,خشکبار,,خرما پیارم یک کیلوگرم,Pastry,21y7ky
335725,شیرینی خشک,یک کیلوگرم,گوشفیل یک کیلوگرم,Pastry,58p7zy
338842,پیش غذا,"پودر بیسکوییت، شیر عسل، کره، خرما، گردو، پودر پسته",حلوا خرمایی,Restaurant,2k3pon
341153,حلوا و خرما,"۷۰ عدد انواع حلوا، ۳۵ عدد تارت حلوا سنتی، ۳۵ عدد ترحلوا
",ترحلوا و تارت حلوا سنتی بزرگ,Pastry,5yopxg
341154,حلوا و خرما,"۳۳ عدد انواع حلوا، با سینی چوبی
۱۵ عدد حلوا هل و بادام
۱۸ عدد حلوا پسته 
بافت حلوا حالت پودری میباشد
مواد تشکیل دهنده: آرد گندم، بادام، پسته، هل، پودر نثار",حلوا پسته و حلوا هل و بادام کوچک,Pastry,5yopxg
341155,حلوا و خرما,۶۳ عدد مخلوط حلوا هل و بادام,حلوا پسته و حلوا هل و بادام بزرگ,Pastry,5yopxg
341156,حلوا و خرما,"18 عدد تارت حلوا سنتی، 18 عدد ترحلوا",ترحلوا و تارت حلوا سنتی کوچک,Pastry,5yopxg
341157,حلوا و خرما,"۱۸ عدد حلوا پسته،  ۱۸ عدد برشتوک",حلوا پسته و برشتوک کوچک,Pastry,5yopxg
341158,حلوا و خرما,"۳۵ عدد حلوا پسته، ۳۵ عدد برشتوک",حلوا پسته و برشتوک بزرگ,Pastry,5yopxg
341159,حلوا و خرما,"30 گرم، زعفران، گلاب، در سینی چوبی، داری درب و قاشق",باکس مينى حلوا سنتى 1.5 کیلوگرم (50 عدد),Pastry,5yopxg
341160,پک پذیرایی ,"سینی چوبی، شش عدد حلوا پسته، شش عدد تارت حلوا سنتی، شش عدد خرما گردوی آجیلی",سینی میکس حلوا و خرما,Pastry,5yopxg
341161,حلوا و خرما,"۴۲ عدد ترافل خرما با روکش آجیل، هفت عدد ترافل خلال بادام، هفت عدد ترافل خلال پسته، هفت عدد ترافل کنجد، هفت عدد ترافل فندق، هفت عدد ترافل تخم کدو، هفت عدد ترافل پودر نارگیل، هفت عدد پودر گلسرخ",ترافل خرما آجیلی,Pastry,5yopxg
341162,حلوا و خرما,"۸۰ عدد ترافل خرما با روکش آجیل، شامل: هشت عدد ترافل خلال بادام، هشت  عدد ترافل خلال پسته، هشت  عدد ترافل کنجد، هشت عدد ترافل فندق، هشت عدد ترافل تخم کدو، هشت عدد ترافل خشخاش، هشت عدد ترافل گردو، هشت  عدد ترافل پودر نارگیل، ۱۶ عدد پودر گلسرخ",ترافل خرما آجیلی بزرگ,Pastry,5yopxg
341163,حلوا و خرما," 750 گرم، آرد گندم، آب، شکر، کره، روغن، زعفران، هل","حلوا سنتی تزیین شده	",Pastry,5yopxg
341164,حلوا و خرما,500 گرم,حلوا سنتی,Pastry,5yopxg
341165,حلوا و خرما,"یک کیلوگرم، آرد گندم، شکر، آب، کره، روغن، زعفران، هل","حلوا سنتی	",Pastry,5yopxg
341166,حلوا و خرما,۱۵ عدد حلوا زنجبیلی,حلوا زنجبیلی کوچک,Pastry,5yopxg
341167,حلوا و خرما,"۳۰ عدد خرما گردوی اعلا،
با تزئین گل خرما",خرما گردوی تالاری,Pastry,5yopxg
341168,حلوا و خرما," 28 عدد تارت حلوا سنتی زعفران، ۴۰ عدد خرما آجیلی، با تزئین خلال بادام درختی، خلال پسته، کنجد و گردوی خرد شده","تارت حلوا سنتى و خرما آجيلى بزرگ	",Pastry,5yopxg
341169,حلوا و خرما,"هر خرما دارای یک چهارم گردو میباشد، 10 عدد خرما با تزئین خلال پسته، 10 عدد خرما خلال بادام، 10 عدد خرما با پودر گل سرخ، 20 عدد خرما با پودر نارگیل، 10 عدد خرما با فندق خرد شده 10 عدد خرما با گردوی خرد شده","خرما گردوى آجيلى بزرگ	",Pastry,5yopxg
341171,حلوا و خرما,"۲۰ عدد خرما گردوی آجیلی، با تزئین خلال بادام، خلال پسته، کنجد و گلسرخ",خرما آجیلی,Pastry,5yopxg
341172,حلوا و خرما," ۴۵ عدد خرما گردوی آجیلی، نه عدد خرما گردو با تزئین خلال پسته، نه عدد خرما گردو با تزئین خلال بادام، نه عدد خرما گردو با تزئین پودر گلسرخ، نه عدد خرما گردو با تزئین گردو خرد شده، نه عدد خرما گردو با تزئین پودر پسته","خرما گردوى آجيلى	",Pastry,5yopxg
341173,حلوا و خرما,"30 عدد شات حلوا سنتی درب دار، اقلام همراه قاشق کوچک، با تزئین خلال پسته و غنچه گلسرخ، مواد تشکیل دهنده: آرد گندم، هل، زعفران، گلاب، کره.روغن و شهد(شکر و آب) ","شات حلوا سنتى كوچک	",Pastry,5yopxg
341174,حلوا و خرما," 48 عدد شات حلوا سنتی درب دار، اقلام همراه قاشق کوچک، سینی چوبی 30 در 40، با تزئین خلال پسته و غنچه گلسرخ، مواد تشکیل دهنده: آرد گندم، هل، زعفران، گلاب، کره.روغن و شهد(شکر و آب) ","شات حلوا سنتى بزرگ	",Pastry,5yopxg
341177,حلوا و خرما,"تعداد در سینی چوبی ۳۶ عدد می باشد، آرد گندم: آرد گندم، کره، شهد آب و شکر، روغن، گلاب، هل و زعفران، نان تارت: آب، آرد گندم، روغن مایع و وانیل","تارت حلوا سنتى كوچک	",Pastry,5yopxg
341178,حلوا و خرما,"تعداد در سینی چوبی ۷۰ عدد می باشد. ابعاد سینی ۳۰ در ۴۰، ترکیبات حلوا سنتی آرد گندم:آرد گندم، کره، شهد آب و شکر، روغن، گلاب، هل و زعفران

نان تارت: آب، آرد گندم، روغن مایع و وانیل","تارت حلوا سنتى بزرگ	",Pastry,5yopxg
341180,حلوا و خرما,"36 عدد، تارت حلوا سنتی، خرما گردو آجیلی با تزئین خلال پسته و بادام","تارت حلوا سنتى و خرما آجيلى	",Pastry,5yopxg
341181,حلوا و خرما," ۹۵ عدد، با ترئین شکلات، پرک گلسرخ، پودر پسته و بادام درختی خرد شده، ترکیبات حلوا سنتی آرد گندم: آرد گندم، کره، شهد آب و شکر، گلاب، روغن، زعفران و هل، ترکیبات مینی ویفر قیفی:آرد گندم، شکر، روغن مایع آفتابگردان، نمک تصفیه شده خوراکی، پودر وانیل و آب","حلوا قیفی	",Pastry,5yopxg
341182,حلوا و خرما,"1.800 کیلوگرم، 30 عدد حلوا قیفی، 20 عدد خرما آجیلی خلال پسته و خلال بادام، 28 عدد تارت حلوا سنتی","حلوا همه پسند بزرگ	",Pastry,5yopxg
341183,حلوا و خرما,"سینی چوبی، یک ردیف حلوا قیفی، دو ردیف خرما آجیلی، 12 عدد تارت حلوا سنتی","حلوا همه پسند کوچک	",Pastry,5yopxg
341185,حلوا و خرما,"28 عدد ترحلوای تبریز، 40 عدد انواع خرما آجیلی، آرد گندم، آرد برنج، کره، هل، زعفران، گلاب و شهد","تر حلوا و خرما آجیلی بزرگ	",Pastry,5yopxg
341186,حلوا و خرما,"18 عدد ترحلوای تبریز، 18 عدد خرما آجیلی، آرد گندم، آرد برنج، کره، هل، زعفران، گلاب و شهد","تر حلوا و خرما آجیلی	",Pastry,5yopxg
341187,حلوا و خرما,"هر خرما دارای یک چهارم مغز گردو می باشد، با تزئین پرک بادام و گلسرخ اعلا","خرما گردوی کوچک	",Pastry,5yopxg
341188,حلوا و خرما,هر خرما دارای یک چهارم مغز گردو می باشد,"خرما گردوی بزرگ	",Pastry,5yopxg
341192,پک پذیرایی ," 10 عدد، نصف خرما، گردو آجیلی، خلال بادام، خلال پسته، حلوا سنتی آرد گندم با نان تارت، حلوا پسته و خرما آجیلی با تزئین خلال بادام و پسته","پک تارت حلوا,حلوا پسته و خرما آجيلى	",Pastry,5yopxg
341193,پک پذیرایی ,"پک دو آیتمی میکادو و خرما آجیلی، 10 عدد، نصف خرما، گردو آجیلی، خلال بادام، نصف خلال پسته","پک خرما و میکادو	",Pastry,5yopxg
341194,پک پذیرایی ,"10 عدد، پک سه آیتمی تارت حلوا، حلوا گلسرخ، بادام، خرما، گردو آجیلی، نصف خرما، گردو آجیلی، خلال بادام، خلال پسته ","پک تارت حلوا و خرما و گلسرخ	",Pastry,5yopxg
341195,پک پذیرایی ,"10 عدد، پک دو آیتمی تارت حلوا و میکادو","پک تارت حلوا و میکادو	",Pastry,5yopxg
343063,خرما ,یک کیلوگرم,"خرما پیارم	",,2yo9kk
343064,خرما ,یک کیلوگرم,"خرما زاهدی	",,2yo9kk
343066,خرما ,یک کیلوگرم,"خرما خاصویی	",,2yo9kk
346846,دسر,یک نفره ,شله زرد,Restaurant,5ox76r
346919,دسر,یک نفره ,شله زرد,Restaurant,58p3r3
346985,دسر,یک نفره ,شله زرد,Restaurant,29xr68
347051,دسر,یک نفره ,شله زرد,Restaurant,577lxr
347211,شیرینی خشک,زعفرانی,زولبیا و بامیه بسته ای 500 گرمی,Pastry,2ox7rn
347720,باقلوا,,زولبیا و بامیه,Pastry,5oxpzm
348751,سینی,1.5 کیلوگرم,سینی خرما گردویی,Pastry,2mylg3
348774,شیرینی خشک, ,زولبیا بامیه زعفرانی یک کیلوگرم,Pastry,2mylg3
348775,سینی, 1.700 کیلوگرم,سینی حلوا رولتی,Pastry,2mylg3
348776,سینی," 1.700 کیلوگرم	
",سینی حلوا مخلوط,Pastry,2mylg3
348777,سینی, 1.700 کیلوگرم,سینی حلوا خرمایی,Pastry,2mylg3
358658,صبحانه,"200 گرم، آرد برنج، شیر تازه، شکر، گلاب",فرنی,Restaurant,5oxzp4
359489,شیرینی خشک,,زولبیا و بامیه یک کیلوگرم,Pastry,5r6y41
361216,سالاد و پیش غذا, 200 گرم حلوای زنجبیلی با آرد گندم و پودر پسته,حلوا کفگیری,Restaurant,5xgl9w
361742,تست ,"یک جفت نان تست، یک عدد تخم مرغ، خرما، گردو تفت داده شده",تست تمریه خرما,Cafe,2661k7
361753,کروسان,"یک عدد کروسان، تخم مرغ، گردو، خرما تفت داده شده (املت خرما)",کروسان تمریه خرما,Cafe,2661k7
362695,ماهی ومیگو,قبل از پاک و تمیز شدن یک کیلوگرم,ماهی حلوا سفید زبیده,Meat Shop,2zlwyp
362798,ماهی ومیگو,یک تا 1.5 کیلوگرم,ماهی حلوا سیاه,Meat Shop,2zlwyp
365776,دسر,300 گرم شیرینی ترکیب ارده و خرما با نان گلت,گلت ارده و خرما,Cafe,2p8986
366246,کیک و دسر,"300 گرم خمیر هزارلا، ارده، خرما",گلت ارده و خرما,Cafe,5gxkxp
366378,کیک و دسر ,"جو دوسر و خرما، شکر قهوه ای، مارگارین (مناسب برای وگن ها) ",بار خرما,Cafe,5ox8wz
367041,خشکبار, ,خرما پیارم اعلا 500 گرم,Pastry,2p8pl3
368461,شیرینی جات سنتی,فرآورده خرما با مغز بادام با روکش شکلات در طعم های مختلف,خرما شکلاتی مغزدار 100 گرم,Pastry,2lw3p4
369023,حلوا و خرما,,"حلوا ویفری	 1.700 کیلوگرم (100 عدد)",Pastry,2lw8yg
369024,حلوا و خرما,,خرما حلوایی 1.800 کیلوگرم (56 عدد),Pastry,2lw8yg
369025,حلوا و خرما,,حلوا مخلوط قیفی 1.800 کیلوگرم (80 عدد),Pastry,2lw8yg
369026,حلوا و خرما,,خرما مخصوص دو کیلوگرم (80 عدد),Pastry,2lw8yg
369027,حلوا و خرما,,خرما پیارم یک کیلوگرم,Pastry,2lw8yg
370327,ماهی و میگو,یک کیلوگرم,ماهی حلوا سیاه,Meat Shop,28pm3l
374553,دسر,"شیر، آرد، گلاب",فرنی یک کیلوگرم,Restaurant,2w36n3
374587,غذای پرسی,"برنج ایرانی، زعفران، کره، تزئین شده با پودر نارگیل، پودر دارچین","شله زرد یک کیلوگرم	",Restaurant,2w36n3
376060,دسر,بدون شکر,بار رژیمی خرما بادام زمینی,Cafe,2p3ryk
376580,آش و حلیم,"ترکیبات: آرد برنج، شیر، گلاب، شکر",فرنی 500 گرم,Restaurant,5km9r5
376934,باقلوا,"زولبیا، بامیه، بامیه بلند میکس",زولبیا و بامیه 500 گرم (24 تا 25 عدد),Pastry,266wzo
376937,حلوا و خرما,"حلوا با شهد هل، ویفر، مناسب مراسم مذهبی و ترحیم",حلوا رولتی دو کیلوگرم (100 عدد),Pastry,266wzo
